Starting btcd command is [./satsnet_btcd_l --homedir /data/satsnet2/data --txindex]
Satsnet directory is  /data/satsnet2/data
homeBtcdDir is  /data/satsnet2/data/btcd
configFile is  /data/satsnet2/data/btcd/btcd.conf
dataDir is  /data/satsnet2/data/btcd/data
rpcKeyFile is  /data/satsnet2/data/btcd/rpc.key
rpcCertFile is  /data/satsnet2/data/btcd/rpc.cert
logDir is  /data/satsnet2/data/btcd/logs
2024-12-16 14:11:32.477 [INF] BTCD: Version 0.24.2-beta
2024-12-16 14:11:32.477 [INF] BTCD: Loading block database from '/data/satsnet2/data/btcd/data/satstestnet/blocks_ffldb'
2024-12-16 14:11:32.477 [INF] BTCD: Profile server listening on :14836
2024-12-16 14:11:32.477 [ERR] BTCD: listen tcp :14836: bind: address already in use
2024-12-16 14:11:32.742 [INF] BTCD: Block database loaded
2024-12-16 14:11:32.742 [DBG] ANCH: AnchorConfig: IndexerHost: 
2024-12-16 14:11:32.742 [DBG] ANCH: AnchorConfig: IndexerNet: 
2024-12-16 14:11:32.742 [DBG] ANCH: AnchorConfig: ChainParams: satstestnet
2024-12-16 14:11:32.742 [DBG] ANCH: The node not config indexer infomation, will not check anchor tx
2024-12-16 14:11:32.748 [DBG] CHAN: block 48: Hash[6195e0b0b202af3fe60b74dc9b22573a06f5c5da2fd01774aa2bd584e966f9c5],  Time[2024-12-15 00:24:41]
2024-12-16 14:11:32.748 [DBG] CHAN: block 49: Hash[bda10f80d7ca04943ad5c0c7ec237e51f7518447c5f34187e142efa680d216fc],  Time[2024-12-15 00:46:53]
2024-12-16 14:11:32.748 [DBG] CHAN: block 50: Hash[35ccf3ca5027a6aa79be53bb06e90b0a5d6ae1d84b814a3dd682bd3591b43bc3],  Time[2024-12-15 10:10:29]
2024-12-16 14:11:32.748 [DBG] CHAN: block 51: Hash[1d9a894ac67ff2de92c96698343878d091f508ad4c0ce5576cd9c40f03e39790],  Time[2024-12-15 12:06:29]
2024-12-16 14:11:32.748 [DBG] CHAN: block 52: Hash[2a03e0f01aec3b1f906cb12d40baafed63cfa5493e90e985285e85f4e235dfdf],  Time[2024-12-15 21:18:41]
2024-12-16 14:11:32.748 [DBG] CHAN: block 53: Hash[1caaa0e16f6b6580cbe7e8961cbe773c2fbb72ae7fdc901f4ef428d0fe3bb7a9],  Time[2024-12-15 23:31:53]
2024-12-16 14:11:32.748 [DBG] CHAN: block 54: Hash[0aef7244b4ca4ad1cc17922a55499462f709f40797178ad01dbdb357935c3282],  Time[2024-12-15 23:52:05]
2024-12-16 14:11:32.748 [DBG] CHAN: block 55: Hash[68300d7c1bf5feb8b7392a923b0be8089a4fda4a523676fb94dc8ad73d39e1e1],  Time[2024-12-15 23:53:53]
2024-12-16 14:11:32.748 [DBG] CHAN: block 56: Hash[2c1de9e9a40c352651db1c9965f346e052cd42383ffd4b26cd7e61beef01a3cd],  Time[2024-12-15 23:54:29]
2024-12-16 14:11:32.748 [DBG] CHAN: block 57: Hash[7c16618ce986435d4e2100624733edfb1c01c2e666b88639728a7c584fe9700f],  Time[2024-12-15 23:55:17]
2024-12-16 14:11:32.748 [DBG] CHAN: block 58: Hash[6686c1b3afe570112afbb20624dee2348213bab4b97e1e17613dfc8fce048313],  Time[2024-12-16 13:19:29]
2024-12-16 14:11:32.750 [DBG] INDX: Current internal block ID: 59
2024-12-16 14:11:32.750 [DBG] INDX: Current transaction index tip (height 58, hash 6686c1b3afe570112afbb20624dee2348213bab4b97e1e17613dfc8fce048313)
2024-12-16 14:11:32.751 [DBG] INDX: Current committed filter index tip (height 58, hash 6686c1b3afe570112afbb20624dee2348213bab4b97e1e17613dfc8fce048313)
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdFailed
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdFailed
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdDefined, to state=ThresholdStarted
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdStarted, to state=ThresholdLockedIn
2024-12-16 14:11:32.751 [DBG] CHAN: Moving from state=ThresholdLockedIn, to state=ThresholdActive
2024-12-16 14:11:32.751 [WRN] CHAN: Unknown new rules activated (bit 0)
2024-12-16 14:11:32.751 [DBG] CHAN: UTXO state consistent at (58:6686c1b3afe570112afbb20624dee2348213bab4b97e1e17613dfc8fce048313)
2024-12-16 14:11:32.751 [INF] CHAN: Chain state (height 58, hash 6686c1b3afe570112afbb20624dee2348213bab4b97e1e17613dfc8fce048313, totaltx 118, work 141736083489)
2024-12-16 14:11:32.751 [DBG] CHAN: **************************************
2024-12-16 14:11:32.751 [DBG] CHAN: ShowAllUtxo
2024-12-16 14:11:32.751 [DBG] CHAN: Last Flush Time: 2024-12-16 14:11:32
2024-12-16 14:11:32.751 [DBG] CHAN: Map index: 0
2024-12-16 14:11:32.763 [DBG] SRVR: Start RPC server succeed.
2024-12-16 14:11:32.763 [ERR] SRVR: Start pos miner.
2024-12-16 14:11:32.763 [INF] MINR: POS miner started with timerGenerate
2024-12-16 14:11:32.763 [DBG] MINR: New ValidatorManager
2024-12-16 14:11:32.763 [DBG] MINR: Opening Bolt DB:path = /data/satsnet2/data/btcd/data/satstestnet/validatechain.db
2024-12-16 14:11:32.763 [INF] RPCS: RPC server listening on [::]:15827
2024-12-16 14:11:32.763 [INF] RPCS: RPC server listening on 0.0.0.0:15827
2024-12-16 14:11:32.763 [DBG] MINR: generateBlocks ......
2024-12-16 14:11:32.764 [INF] AMGR: Loaded 12 addresses from file '/data/satsnet2/data/btcd/data/satstestnet/peers.json'
2024-12-16 14:11:32.764 [DBG] CMGR: New connection request with id (1) without addr
2024-12-16 14:11:32.764 [INF] CMGR: 1 addresses found from DNS seed 192.168.10.20
2024-12-16 14:11:32.765 [INF] CMGR: Server listening on [::]:15826
2024-12-16 14:11:32.765 [INF] CMGR: 1 addresses found from DNS seed 192.168.10.102
2024-12-16 14:11:32.764 [DBG] CMGR: registerPending: Pending connReq  <nil> with id 1
2024-12-16 14:11:32.765 [DBG] CMGR: Registered connection (1) to pending list
2024-12-16 14:11:32.764 [INF] CMGR: Server listening on 0.0.0.0:15826
2024-12-16 14:11:32.765 [INF] CMGR: 1 addresses found from DNS seed 192.168.10.104
2024-12-16 14:11:32.766 [DBG] CMGR: Set addr <192.168.10.102:15826> to conn (1) and try to connect...
2024-12-16 14:11:32.766 [DBG] CMGR: Attempting to connect to 192.168.10.102:15826 (reqid 1)
2024-12-16 14:11:32.766 [DBG] MINR: NewValidator
mnemonic: pear gospel begin boat disease mimic matter series chronic claim town rescue
2024-12-16 14:11:32.766 [DBG] CMGR: Connected to 192.168.10.102:15826 with id 1
2024-12-16 14:11:32.766 [DBG] PEER: Sending version (agent /btcwire:0.5.0/satsnet_btcd:0.24.2/, pver 70016, block 58) to 192.168.10.102:15826 (outbound)
2024-12-16 14:11:32.767 [DBG] PEER: Received version (agent /btcwire:0.5.0/satsnet_btcd:0.24.2/, pver 70016, block 58) from 192.168.10.102:15826 (outbound)
2024-12-16 14:11:32.767 [DBG] PEER: Negotiated protocol version 70016 for peer 192.168.10.102:15826 (outbound)
2024-12-16 14:11:32.767 [DBG] CHAN: Added time sample of 0s (total: 1)
2024-12-16 14:11:32.767 [DBG] PEER: Sending sendaddrv2 to 192.168.10.102:15826 (outbound)
2024-12-16 14:11:32.767 [DBG] PEER: Sending verack to 192.168.10.102:15826 (outbound)
